gene	ko	module	module_name	path	product_ids	product_names	substrate_ids	substrate_names
iduronate 2-sulfatase [EC:3.1.6.13] [RN:R07821]	K01136	M00076	Dermatan sulfate degradation	1,0	G13042		G13041	
L-iduronidase [EC:3.2.1.76] [RN:R07822]	K01217	M00076	Dermatan sulfate degradation	2,0	G12336		G13042	
arylsulfatase B [EC:3.1.6.12] [RN:R07823]	K01135	M00076	Dermatan sulfate degradation	3,0	G13043		G12336	
hyaluronoglucosaminidase [EC:3.2.1.35] [RN:R07824]	K01197	M00076	Dermatan sulfate degradation	4,0	G00872	DWA-2	G13043	
beta-glucuronidase [EC:3.2.1.31]	K01195	M00076	Dermatan sulfate degradation	5,0				
arylsulfatase B [EC:3.1.6.12] [RN:R07823]	K01135	M00077	Chondroitin sulfate degradation	0,0	G13043		G12336	
hyaluronoglucosaminidase [EC:3.2.1.35] [RN:R07824]	K01197	M00077	Chondroitin sulfate degradation	1,0	G00872	DWA-2	G13043	
beta-glucuronidase [EC:3.2.1.31]	K01195	M00077	Chondroitin sulfate degradation	2,0				
N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]	K01132	M00077	Chondroitin sulfate degradation	3,0				
heparanase [EC:3.2.1.166 3.2.1.-] [RN:R07811]	K07964	M00078	Heparan sulfate degradation	0,0	G13034		C00925	Heparan sulfate
heparanase [EC:3.2.1.166 3.2.1.-] [RN:R07811]	K07965	M00078	Heparan sulfate degradation	0,1	G13034		C00925	Heparan sulfate
iduronate 2-sulfatase [EC:3.1.6.13] [RN:R07812]	K01136	M00078	Heparan sulfate degradation	1,0	G13035		G13034	
L-iduronidase [EC:3.2.1.76] [RN:R07813]	K01217	M00078	Heparan sulfate degradation	2,0	G13036		G13035	
N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1] [RN:R07814]	K01565	M00078	Heparan sulfate degradation	3,0	G13037		G13036	
heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78] [RN:R07815]	K10532	M00078	Heparan sulfate degradation	4,0	G13038		G13037	
alpha-N-acetylglucosaminidase [EC:3.2.1.50] [RN:R07816]	K01205	M00078	Heparan sulfate degradation	5,0	G13039		G13038	
beta-glucuronidase [EC:3.2.1.31] [RN:R07818]	K01195	M00078	Heparan sulfate degradation	7,0	G09660		G13040	
N-acetylglucosamine-6-sulfatase [EC:3.1.6.14] [RN:R07819]	K01137	M00078	Heparan sulfate degradation	8,0	G02632		G09660	
N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4] [RN:R07806]	K01132	M00079	Keratan sulfate degradation	1,0	G01977		G01945	
beta-galactosidase [EC:3.2.1.23] [RN:R07807]	K12309	M00079	Keratan sulfate degradation	2,0	G13073		G01977	
N-acetylglucosamine-6-sulfatase [EC:3.1.6.14] [RN:R07808]	K01137	M00079	Keratan sulfate degradation	3,0	G13074		G13073	
beta-hexosaminidase [EC:3.2.1.52] [RN:R07809 R07810]	K12373	M00079	Keratan sulfate degradation	4,0	G01391		G13073	
pectinesterase [EC:3.1.1.11] [RN:R02362]	K01051	M00081	Pectin degradation	0,0	C00470	Pectate	C00714	Pectin
polygalacturonase [EC:3.2.1.15] [RN:R02360]	K01184	M00081	Pectin degradation	1,0	C02273	Digalacturonate	C00470	Pectate
galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67] [RN:R07413]	K01213	M00081	Pectin degradation	2,0	C00333	D-Galacturonate	C02273	Digalacturonate
acetyl-CoA carboxylase / biotin carboxylase [EC:6.4.1.2] [RN:R00742]	K11262	M00082	Fatty acid biosynthesis, initiation	0,0	C00083	Malonyl-CoA	C00024	Acetyl-CoA
acetyl-CoA carboxylase biotin carboxyl carrier protein [RN:R00742]	K02160	M00082	Fatty acid biosynthesis, initiation	0,1	C00083	Malonyl-CoA	C00024	Acetyl-CoA
acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2] [RN:R00742]	K01961	M00082	Fatty acid biosynthesis, initiation	0,1	C00083	Malonyl-CoA	C00024	Acetyl-CoA
acetyl-/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2] [RN:R00742]	K11263	M00082	Fatty acid biosynthesis, initiation	0,1	C00083	Malonyl-CoA	C00024	Acetyl-CoA
acetyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2] [RN:R00742]	K01962	M00082	Fatty acid biosynthesis, initiation	0,1	C00083	Malonyl-CoA	C00024	Acetyl-CoA
acetyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2] [RN:R00742]	K01963	M00082	Fatty acid biosynthesis, initiation	0,1	C00083	Malonyl-CoA	C00024	Acetyl-CoA
acetyl/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2] [RN:R00742]	K18472	M00082	Fatty acid biosynthesis, initiation	0,1	C00083	Malonyl-CoA	C00024	Acetyl-CoA
fatty-acid synthase [EC:2.3.1.85] [RN:R01626 R01624 R04355]	K00665	M00082	Fatty acid biosynthesis, initiation	1,0	C05744	Acetoacetyl-[acp]	C03939,C01209	Acetyl-[acyl-carrier protein],Malonyl-[acyl-carrier protein]
fatty-acyl-CoA synthase [EC:2.3.1.86] [RN:R01626 R01624 R04355]	K00667	M00082	Fatty acid biosynthesis, initiation	1,1	C05744	Acetoacetyl-[acp]	C03939,C01209	Acetyl-[acyl-carrier protein],Malonyl-[acyl-carrier protein]
fatty-acyl-CoA synthase [EC:2.3.1.86] [RN:R01626 R01624 R04355]	K00668	M00082	Fatty acid biosynthesis, initiation	1,1	C05744	Acetoacetyl-[acp]	C03939,C01209	Acetyl-[acyl-carrier protein],Malonyl-[acyl-carrier protein]
fatty acid synthase, bacteria type [EC:2.3.1.-] [RN:R01626 R01624 R04355]	K11533	M00082	Fatty acid biosynthesis, initiation	1,2	C05744	Acetoacetyl-[acp]	C03939,C01209	Acetyl-[acyl-carrier protein],Malonyl-[acyl-carrier protein]
[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39] [RN:R01626]	K00645	M00082	Fatty acid biosynthesis, initiation	1,3,0,0	C01209	Malonyl-[acyl-carrier protein]	C00083	Malonyl-CoA
acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180] [RN:R10707]	K00648	M00082	Fatty acid biosynthesis, initiation	1,3,1,0	C05744	Acetoacetyl-[acp]	C00024,C01209	Acetyl-CoA,Malonyl-[acyl-carrier protein]
acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180] [RN:R10707]	K18473	M00082	Fatty acid biosynthesis, initiation	1,3,1,1	C05744	Acetoacetyl-[acp]	C00024,C01209	Acetyl-CoA,Malonyl-[acyl-carrier protein]
fatty acid synthase, animal type [EC:2.3.1.85] [RN:R04355 R04533 R04428 R04430 R04952 R04953 R04954 R04956 R04957 R04536 R04537 R04959 R04960 R04534 R04535 R04962 R04963 R04964 R04965 R04725 R04726 R04566 R04568 R04967 R04968 R04543 R04544 R04970]	K00665	M00083	Fatty acid biosynthesis, elongation	0,0	C05764	Hexadecanoyl-[acp]	C05763	trans-Hexadec-2-enoyl-[acp]
fatty acid synthase, fungi type [EC:2.3.1.86] [RN:R04355 R04533 R04428 R04430 R04952 R04953 R04954 R04956 R04957 R04536 R04537 R04959 R04960 R04534 R04535 R04962 R04963 R04964 R04965 R04725 R04726 R04566 R04568 R04967 R04968 R04543 R04544 R04970]	K00667	M00083	Fatty acid biosynthesis, elongation	0,1,0,0	C05764	Hexadecanoyl-[acp]	C05763	trans-Hexadec-2-enoyl-[acp]
fatty acid synthase, fungi type [EC:2.3.1.86] [RN:R04355 R04533 R04428 R04430 R04952 R04953 R04954 R04956 R04957 R04536 R04537 R04959 R04960 R04534 R04535 R04962 R04963 R04964 R04965 R04725 R04726 R04566 R04568 R04967 R04968 R04543 R04544 R04970]	K00668	M00083	Fatty acid biosynthesis, elongation	0,1,1,0	C05764	Hexadecanoyl-[acp]	C05763	trans-Hexadec-2-enoyl-[acp]
fatty acid synthase, actinobacteria type [EC:2.3.1.-] [RN:R04355 R04533 R04428 R04429 R04952 R04953 R04954 R04955 R04957 R04536 R04537 R04958 R04960 R04534 R04535 R04961 R04963 R04964 R04965 R04724 R04726 R04566 R04568 R04966 R04968 R04543 R04544 R04969]	K11533	M00083	Fatty acid biosynthesis, elongation	0,2	C05764	Hexadecanoyl-[acp]	C05763	trans-Hexadec-2-enoyl-[acp]
3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41] [RN:R04355 R04952 R04957 R04960 R04963 R04726 R04968]	K00647	M00083	Fatty acid biosynthesis, elongation	0,3,0,0	C05762	3-Oxohexadecanoyl-[acp]	C05761,C01209	Tetradecanoyl-[acp],Malonyl-[acyl-carrier protein]
3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179] [RN:R04355 R04952 R04957 R04960 R04963 R04726 R04968]	K09458	M00083	Fatty acid biosynthesis, elongation	0,3,0,1	C05762	3-Oxohexadecanoyl-[acp]	C05761,C01209	Tetradecanoyl-[acp],Malonyl-[acyl-carrier protein]
3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] [RN:R04533 R04953 R04536 R04534 R04964 R04566 R04543]	K00059	M00083	Fatty acid biosynthesis, elongation	0,3,1,0	C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]	C05762	3-Oxohexadecanoyl-[acp]
3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] [RN:R04428 R04954 R04537 R04535 R04965 R04568 R04544]	K02372	M00083	Fatty acid biosynthesis, elongation	0,3,2,0	C05763	trans-Hexadec-2-enoyl-[acp]	C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]
3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] [RN:R04428 R04954 R04537 R04535 R04965 R04568 R04544]	K01716	M00083	Fatty acid biosynthesis, elongation	0,3,2,1	C05763	trans-Hexadec-2-enoyl-[acp]	C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]
3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] [RN:R04428 R04954 R04537 R04535 R04965 R04568 R04544]	K16363	M00083	Fatty acid biosynthesis, elongation	0,3,2,2	C05763	trans-Hexadec-2-enoyl-[acp]	C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]
enoyl-[acyl-carrier protein] reductase [EC:1.3.1.9 1.3.1.104] [RN:R04429 R04430 R04955 R04956 R04958 R04959 R04961 R04962 R04724 R04725 R04966 R04967 R04969 R04970]	K00208	M00083	Fatty acid biosynthesis, elongation	0,3,3,0	C05764	Hexadecanoyl-[acp]	C05763	trans-Hexadec-2-enoyl-[acp]
enoyl-[acyl-carrier protein] reductase [EC:1.3.1.9 1.3.1.104] [RN:R04429 R04430 R04955 R04956 R04958 R04959 R04961 R04962 R04724 R04725 R04966 R04967 R04969 R04970]	K02371	M00083	Fatty acid biosynthesis, elongation	0,3,3,1	C05764	Hexadecanoyl-[acp]	C05763	trans-Hexadec-2-enoyl-[acp]
enoyl-[acyl-carrier protein] reductase [EC:1.3.1.9 1.3.1.104] [RN:R04429 R04430 R04955 R04956 R04958 R04959 R04961 R04962 R04724 R04725 R04966 R04967 R04969 R04970]	K10780	M00083	Fatty acid biosynthesis, elongation	0,3,3,2	C05764	Hexadecanoyl-[acp]	C05763	trans-Hexadec-2-enoyl-[acp]
enoyl-[acyl-carrier protein] reductase [EC:1.3.1.9 1.3.1.104] [RN:R04429 R04430 R04955 R04956 R04958 R04959 R04961 R04962 R04724 R04725 R04966 R04967 R04969 R04970]	K00209	M00083	Fatty acid biosynthesis, elongation	0,3,3,3	C05764	Hexadecanoyl-[acp]	C05763	trans-Hexadec-2-enoyl-[acp]
acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R00391 R01177 R04747 R03778 R04742 R03858 R03991]	K07508	M00085	Fatty acid elongation in mitochondria	0,0	C05259	3-Oxopalmitoyl-CoA	C02593,C00024	Tetradecanoyl-CoA,Acetyl-CoA
acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R00391 R01177 R04747 R03778 R04742 R03858 R03991]	K07509	M00085	Fatty acid elongation in mitochondria	0,1	C05259	3-Oxopalmitoyl-CoA	C02593,C00024	Tetradecanoyl-CoA,Acetyl-CoA
3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R01778 R04748 R04745 R04743]	K00022	M00085	Fatty acid elongation in mitochondria	1,0,0,0	C05264	(S)-Hydroxydecanoyl-CoA	C05265	3-Oxodecanoyl-CoA
enoyl-CoA hydratase [EC:4.2.1.17] [RN:R02685 R04749 R04746 R04744 R04170 R04740 R04738]	K07511	M00085	Fatty acid elongation in mitochondria	1,0,1,0	C05272	trans-Hexadec-2-enoyl-CoA	C05258	(S)-3-Hydroxyhexadecanoyl-CoA
enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211] [RN:R02685 R01778 R04749 R04748 R04746 R04745 R04744 R04743 R04170 R04741 R04740 R04739 R04738 R04737]	K07515	M00085	Fatty acid elongation in mitochondria	1,1	C05258	(S)-3-Hydroxyhexadecanoyl-CoA	C05259	3-Oxopalmitoyl-CoA
trans-2-enoyl-CoA reductase [EC:1.3.1.38] [RN:R07162 R06985 R03776 R04753 R03856 R03989 R01278]	K07512	M00085	Fatty acid elongation in mitochondria	2,0	C00154	Palmitoyl-CoA	C05272	trans-Hexadec-2-enoyl-CoA
long-chain fatty-acid-CoA ligase [EC:6.2.1.3] [RN:R01280]	K01897	M00086	beta-Oxidation, acyl-CoA synthesis	0,0	C00154	Palmitoyl-CoA	C00249	Hexadecanoic acid
long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3] [RN:R01280]	K15013	M00086	beta-Oxidation, acyl-CoA synthesis	0,1	C00154	Palmitoyl-CoA	C00249	Hexadecanoic acid
acyl-CoA oxidase [EC:1.3.3.6] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	K00232	M00087	beta-Oxidation	0,0	C00877	Crotonoyl-CoA	C00136	Butanoyl-CoA
acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	K00249	M00087	beta-Oxidation	0,1	C00877	Crotonoyl-CoA	C00136	Butanoyl-CoA
long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	K00255	M00087	beta-Oxidation	0,2	C00877	Crotonoyl-CoA	C00136	Butanoyl-CoA
acyl-CoA dehydrogenase [EC:1.3.99.-] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	K06445	M00087	beta-Oxidation	0,3	C00877	Crotonoyl-CoA	C00136	Butanoyl-CoA
very long chain acyl-CoA dehydrogenase [EC:1.3.8.9] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	K09479	M00087	beta-Oxidation	0,4	C00877	Crotonoyl-CoA	C00136	Butanoyl-CoA
enoyl-CoA hydratase [EC:4.2.1.17] [RN:R04738 R04740 R04170 R04744 R04746 R04749 R03026]	K01692	M00087	beta-Oxidation	1,0,0,0	C01144	(S)-3-Hydroxybutanoyl-CoA	C00877	Crotonoyl-CoA
enoyl-CoA hydratase [EC:4.2.1.17] [RN:R04738 R04740 R04170 R04744 R04746 R04749 R03026]	K07511	M00087	beta-Oxidation	1,0,0,1	C01144	(S)-3-Hydroxybutanoyl-CoA	C00877	Crotonoyl-CoA
enoyl-CoA hydratase [EC:4.2.1.17] [RN:R04738 R04740 R04170 R04744 R04746 R04749 R03026]	K13767	M00087	beta-Oxidation	1,0,0,2	C01144	(S)-3-Hydroxybutanoyl-CoA	C00877	Crotonoyl-CoA
3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R04737 R04739 R04741 R04743 R04745 R04748 R01975]	K00022	M00087	beta-Oxidation	1,0,1,0	C00332	Acetoacetyl-CoA	C01144	(S)-3-Hydroxybutanoyl-CoA
3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R04737 R04739 R04741 R04743 R04745 R04748 R01975]	K07516	M00087	beta-Oxidation	1,0,1,1	C00332	Acetoacetyl-CoA	C01144	(S)-3-Hydroxybutanoyl-CoA
3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	K01825	M00087	beta-Oxidation	1,1	C00332	Acetoacetyl-CoA	C01144	(S)-3-Hydroxybutanoyl-CoA
3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	K01782	M00087	beta-Oxidation	1,2	C00332	Acetoacetyl-CoA	C01144	(S)-3-Hydroxybutanoyl-CoA
enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	K07514	M00087	beta-Oxidation	1,3	C00332	Acetoacetyl-CoA	C01144	(S)-3-Hydroxybutanoyl-CoA
enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	K07515	M00087	beta-Oxidation	1,4	C00332	Acetoacetyl-CoA	C01144	(S)-3-Hydroxybutanoyl-CoA
enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	K10527	M00087	beta-Oxidation	1,5	C00332	Acetoacetyl-CoA	C01144	(S)-3-Hydroxybutanoyl-CoA
acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R03991 R03858 R04742 R03778 R04747 R01177 R00238]	K00632	M00087	beta-Oxidation	2,0	C00024	Acetyl-CoA	C00332	Acetoacetyl-CoA
acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R03991 R03858 R04742 R03778 R04747 R01177 R00238]	K07508	M00087	beta-Oxidation	2,1	C00024	Acetyl-CoA	C00332	Acetoacetyl-CoA
acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R03991 R03858 R04742 R03778 R04747 R01177 R00238]	K07509	M00087	beta-Oxidation	2,2	C00024	Acetyl-CoA	C00332	Acetoacetyl-CoA
acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R03991 R03858 R04742 R03778 R04747 R01177 R00238]	K07513	M00087	beta-Oxidation	2,3	C00024	Acetyl-CoA	C00332	Acetoacetyl-CoA
acetoacetate decarboxylase [EC:4.1.1.4] [RN:R01366]	K01574	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	0,0	C00207	Acetone	C00164	Acetoacetate
glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	K00629	M00089	Triacylglycerol biosynthesis	0,0	C00681	1-Acyl-sn-glycerol 3-phosphate	C00093	sn-Glycerol 3-phosphate
glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	K13506	M00089	Triacylglycerol biosynthesis	0,0	C00681	1-Acyl-sn-glycerol 3-phosphate	C00093	sn-Glycerol 3-phosphate
glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	K13507	M00089	Triacylglycerol biosynthesis	0,0	C00681	1-Acyl-sn-glycerol 3-phosphate	C00093	sn-Glycerol 3-phosphate
glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	K00630	M00089	Triacylglycerol biosynthesis	0,0	C00681	1-Acyl-sn-glycerol 3-phosphate	C00093	sn-Glycerol 3-phosphate
glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	K13508	M00089	Triacylglycerol biosynthesis	0,0	C00681	1-Acyl-sn-glycerol 3-phosphate	C00093	sn-Glycerol 3-phosphate
glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	K00631	M00089	Triacylglycerol biosynthesis	0,0	C00681	1-Acyl-sn-glycerol 3-phosphate	C00093	sn-Glycerol 3-phosphate
phosphate acyltransferase [EC:2.3.1.274] [RN:R12240]	K03621	M00089	Triacylglycerol biosynthesis	0,1,0,0	C02133	Acyl phosphate	C00173	Acyl-[acyl-carrier protein]
acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275] [RN:R12241]	K08591	M00089	Triacylglycerol biosynthesis	0,1,1,0	C00681	1-Acyl-sn-glycerol 3-phosphate	C00093,C02133	sn-Glycerol 3-phosphate,Acyl phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K00655	M00089	Triacylglycerol biosynthesis	1,0	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K13509	M00089	Triacylglycerol biosynthesis	1,1	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K13523	M00089	Triacylglycerol biosynthesis	1,2	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K19007	M00089	Triacylglycerol biosynthesis	1,3	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K13513	M00089	Triacylglycerol biosynthesis	1,4	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K13517	M00089	Triacylglycerol biosynthesis	1,5	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K13519	M00089	Triacylglycerol biosynthesis	1,6	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K14674	M00089	Triacylglycerol biosynthesis	1,7	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	K22831	M00089	Triacylglycerol biosynthesis	1,8	C00416	Phosphatidate	C00681	1-Acyl-sn-glycerol 3-phosphate
phosphatidate phosphatase [EC:3.1.3.4] [RN:R02239]	K01080	M00089	Triacylglycerol biosynthesis	2,0	C00641	1,2-Diacyl-sn-glycerol	C00416	Phosphatidate
phosphatidate phosphatase [EC:3.1.3.4] [RN:R02239]	K15728	M00089	Triacylglycerol biosynthesis	2,1	C00641	1,2-Diacyl-sn-glycerol	C00416	Phosphatidate
diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4] [RN:R02239]	K18693	M00089	Triacylglycerol biosynthesis	2,2	C00641	1,2-Diacyl-sn-glycerol	C00416	Phosphatidate
diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	K11155	M00089	Triacylglycerol biosynthesis	3,0	C00422	Triacylglycerol	C00641	1,2-Diacyl-sn-glycerol
diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	K11160	M00089	Triacylglycerol biosynthesis	3,1	C00422	Triacylglycerol	C00641	1,2-Diacyl-sn-glycerol
diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	K14456	M00089	Triacylglycerol biosynthesis	3,2	C00422	Triacylglycerol	C00641	1,2-Diacyl-sn-glycerol
diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	K22848	M00089	Triacylglycerol biosynthesis	3,3	C00422	Triacylglycerol	C00641	1,2-Diacyl-sn-glycerol
diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	K22849	M00089	Triacylglycerol biosynthesis	3,4	C00422	Triacylglycerol	C00641	1,2-Diacyl-sn-glycerol
diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	K00635	M00089	Triacylglycerol biosynthesis	3,5	C00422	Triacylglycerol	C00641	1,2-Diacyl-sn-glycerol
diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	K18851	M00089	Triacylglycerol biosynthesis	3,6	C00422	Triacylglycerol	C00641	1,2-Diacyl-sn-glycerol
choline kinase [EC:2.7.1.32] [RN:R01021]	K00866	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	0,0	C00588	Choline phosphate	C00114	Choline
choline kinase [EC:2.7.1.32] [RN:R01021]	K14156	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	0,1	C00588	Choline phosphate	C00114	Choline
choline-phosphate cytidylyltransferase [EC:2.7.7.15] [RN:R01890]	K00968	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	1,0	C00307	CDP-choline	C00588	Choline phosphate
diacylglycerol cholinephosphotransferase [EC:2.7.8.2] [RN:R01321]	K00994	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	2,0	C00157	Phosphatidylcholine	C00307	CDP-choline
diacylglycerol cholinephosphotransferase [EC:2.7.8.2] [RN:R01321]	K13644	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	2,1	C00157	Phosphatidylcholine	C00307	CDP-choline
phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17] [RN:R02056]	K00551	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	0,0	C01241	Phosphatidyl-N-methylethanolamine	C00350	Phosphatidylethanolamine
phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17] [RN:R02056]	K16369	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	0,1,0,0	C01241	Phosphatidyl-N-methylethanolamine	C00350	Phosphatidylethanolamine
phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71] [RN:R03424 R01320]	K00550	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	0,1,1,0	C00157	Phosphatidylcholine	C04308	Phosphatidyl-N-dimethylethanolamine
phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17] [RN:R02056]	K00570	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	0,2	C01241	Phosphatidyl-N-methylethanolamine	C00350	Phosphatidylethanolamine
ethanolamine kinase [EC:2.7.1.82] [RN:R01468]	K00894	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	0,0	C00346	Ethanolamine phosphate	C00189	Ethanolamine
ethanolamine kinase [EC:2.7.1.82] [RN:R01468]	K14156	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	0,1	C00346	Ethanolamine phosphate	C00189	Ethanolamine
ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14] [RN:R02038]	K00967	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	1,0	C00570	CDP-ethanolamine	C00346	Ethanolamine phosphate
