gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
CBM38	CBM38 The inulin-binding function has been demonstrated in the case of the cycloinulo-oligosaccharide fructanotransferase from Paenibacillus macerans (Bacillus macerans) by Lee et al. (2004) FEMS Microbiol Lett 234:105-10. (PMID:15109727).	Carbohydrate-Binding Modules	ag	CAZY	
CBM39	CBM39 Modules generally found at the N-terminus of a GH16 module (itself frequently lacking a catalytic machinery) and more seldomly in isolation. The beta-1,3-glucan binding function has been demonstrated, along with binding to lipopolysaccharide and lipoteichoic acid.	Carbohydrate-Binding Modules	ag	CAZY	
CBM4	CBM4 Modules of approx. 150 residues found in bacterial enzymes. Binding of these modules has been demonstrated with xylan, beta-1,3-glucan, beta-1,3-1,4-glucan, beta-1,6-glucan and amorphous cellulose but not with crystalline cellulose.	Carbohydrate-Binding Modules	ag	CAZY	
CBM40	CBM40 Modules of approx. 200 residues, found at the N-terminus of GH33 sialidases. Can also be found inserted in the beta-propeller of GH33 sialidases. The sialic acid binding function has been demonstrated for the N-terminal CBM40 of Vibrio cholerae sialidase (Moustafa et al. (2004) J Biol Chem 279:40819-26) (PMID: 15226294).	Carbohydrate-Binding Modules	ag	CAZY	
CBM41	CBM41 Modules of approx. 100 residues found in primarily in bacterial pullulanases. The N-terminal module from Thermotoga maritima Pul13 has been shown to bind to the alpha-glucans amylose, amylopectin, pullulan, and oligosaccharide fragments derived from these polysaccharides (Lammerts van Bueren et al. (2004) Biochemistry 43:15633-42) (PMID: 15581376).	Carbohydrate-Binding Modules	ag	CAZY	
CBM42	CBM42 Modules of approx. 160 residues found mostly at the C-terminus of GH54 catalytic domains. Binding to arabinofuranose (present in arabinoxylan) has been demonstrated.	Carbohydrate-Binding Modules	ag	CAZY	
CBM43	CBM43 Modules of approx. 90-100 residues found at the C-terminus of GH17 or GH72 enzymatic modules and also sometimes isolated. CBM43 modules sometimes carry a C-terminal membrane anchor. The beta-1,3-glucan binding function has been demonstrated with the olive pollen protein Ole e 10.	Carbohydrate-Binding Modules	ag	CAZY	
CBM44	CBM44 The C-terminal CBM44 module of the Clostridium thermocellum enzyme has been demonstrated to bind equally well cellulose and xyloglucan	Carbohydrate-Binding Modules	ag	CAZY	
CBM45	CBM45 Modules of approx. 100 residues, found at the N-terminus of plastidial alpha-amylases and of alpha-glucan, water dikinases. Starch-binding activity demonstrated in the case of potato alpha-glucan, water dikinase.	Carbohydrate-Binding Modules	ag	CAZY	
CBM46	CBM46 Modules of approx. 100 residues, found at the C-terminus of several GH5 cellulases. Cellulose-binding function demonstrated in one case.	Carbohydrate-Binding Modules	ag	CAZY	
CBM47	CBM47 Modules of approx 150 residues. Fucose-binding activity demonstrated	Carbohydrate-Binding Modules	ag	CAZY	
CBM48	CBM48 Modules of approx. 100 residues with glycogen-binding function, appended to GH13 modules. Also found in the beta subunit (glycogen-binding) of AMP-activated protein kinases (AMPK)	Carbohydrate-Binding Modules	ag	CAZY	
CBM49	CBM49 Modules of approx. 100 residues found at the C-terminus of plant GH9 enzymes. Distantly related to CBM2 modules. Binding to crystalline cellulose demonstrated in the case of Solanum lycopersicum Cel8 enzyme (SlCel9C1).	Carbohydrate-Binding Modules	ag	CAZY	
CBM5	CBM5 Modules of approx. 60 residues found in bacterial enzymes. Chitin-binding described in several cases. Distantly related to the CBM12 family.	Carbohydrate-Binding Modules	ag	CAZY	
CBM50	CBM50 Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below.	Carbohydrate-Binding Modules	ag	CAZY	
CBM51	CBM51 Modules of approx. 150 residues found attached to various enzymes from families GH2, GH27, GH31, GH95, GH98 and GH101 . Binding to galactose and to blood group A/B-antigens demonstrated in the case of C. perfringens GH95CBM51 and GH98CBM51 respectively [Gregg KJ et al. (2008) J. Biol. Chem. 283:12604-13 PMID: 18292090].	Carbohydrate-Binding Modules	ag	CAZY	
CBM52	CBM52 Modules of approx. 60 residues attached to a few GH81 enzymes but present in other proteins. Binding to beta-1,3-glucan demonstrated for Schizosaccharomyces pombe 972h- endo-1,3-beta-glucanase Eng1 [Martin-Quadrado et al., Mol. Microbiol. (2008) 69:188-200 PMID:18466295]	Carbohydrate-Binding Modules	ag	CAZY	
CBM53	CBM53 Starch-binding function demonstrated by Valdez et al. (2008) [PMID: 18260645]	Carbohydrate-Binding Modules	ag	CAZY	
CBM54	CBM54 Binding to xylan, yeast cell wall glucan and chitin shown in Dvortsov et al., Microbiology UK (2009) in press.	Carbohydrate-Binding Modules	ag	CAZY	
CBM55	CBM55 Binding to chitin demonstrated in the case of the CBM55 of Entamoeba histolytica chitinase (Van Dellen et al. (2002) Infect Immun. 70:3259‚àö¬¢‚Äö√á¬®‚Äö√Ñ√∫3263; PMID: 12011021).	Carbohydrate-Binding Modules	ag	CAZY	
CBM56	CBM56 beta-1,3-glucan binding function demonstrated by Yamamoto et al. (1998) FEBS Letters 433:41-43 [PMID: 9738929]	Carbohydrate-Binding Modules	ag	CAZY	
CBM57	CBM57 Created from reading Schallus et al (2008) Mol Biol Cell. 19:3404-3414 [PMID: 18524852] and finding related domains attached to various glycosidases.	Carbohydrate-Binding Modules	ag	CAZY	
CBM58	CBM58 The CBM58 module of the Bacteroides thetaiotaomicron SusG protein has been shown to bind maltoheptaose	Carbohydrate-Binding Modules	ag	CAZY	
CBM59	CBM59 Binding to mannan, xylan, and cellulose demonstrated for the CBM59 of ManF-X10 xylanase from an environmental genomic DNA library (Li et al. (2009) World Journal of Microbiology and Biotechnology 25:2071-2078; doi:10.1007/s11274-009-0111-6)	Carbohydrate-Binding Modules	ag	CAZY	
CBM6	CBM6 Modules of approx. 120 residues. The cellulose-binding function has been demonstrated in one case on amorphous cellulose and beta-1,4-xylan. Some of these modules also bind beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan.	Carbohydrate-Binding Modules	ag	CAZY	
CBM60	CBM60 Modules of approx 120 residues usually found appended to xylanases. The xylan-binding function and the relatedness (circular permutation) to family CBM36 has been demonstrated [PMID: 20659893].	Carbohydrate-Binding Modules	ag	CAZY	
CBM61	CBM61 Modules of approx. 150 residues found appended to GH16, GH30, GH31, GH43, GH53 and GH66 catalytic domains. A beta-1,4-galactan binding function has been demonstrated for the CBM61 of Thermotoga maritima GH53 galactanase [PMID: 20826814].	Carbohydrate-Binding Modules	ag	CAZY	
CBM62	CBM62 The CBM62 module of Clostridium thermocellum Cthe_2193 protein binds galactose moieties found on xyloglucan, arabinogalactan and galactomannan.	Carbohydrate-Binding Modules	ag	CAZY	
CBM63	CBM63 The CBM63 module of Bacillus subtilis expansin EXLX1 has been shown to bind cellulose.	Carbohydrate-Binding Modules	ag	CAZY	
CBM64	CBM64 Module found at C-term of several Spirochaeta thermophila proteins. Binding to cellulose shown by Angelov, Loderer, Pompei Liebl (2011) AEM, 77:5483-5489 [PMID - 21685171]	Carbohydrate-Binding Modules	ag	CAZY	
CBM65	CBM65 CBM65A and CBM65B, derived from Eubacterium cellulosolvens endoglucanase EcCel5A, bind to a range of beta-glucans but, uniquely, display significant preference for xyloglucan	Carbohydrate-Binding Modules	ag	CAZY	
CBM66	CBM66 The CBM66 module, derived from the Bacillus subtilis exo-acting beta-fructosidase SacC, targets the terminal fructoside residue of fructans.	Carbohydrate-Binding Modules	ag	CAZY	
CBM67	CBM67 Fujimoto et al. [PMID : 23486481] disclosed the L-rhamnose binding activity and 3-D structure of the CBM67 of Streptomyces avermitilis alpha-L-rhamnosidase (SaRha78A);	Carbohydrate-Binding Modules	ag	CAZY	
CBM68	CBM68 Binding to maltotriose and maltotetraose shown for the pullulanase of Anoxybacillus sp. LM18-11. Binding function derived from crystal structure and deletion of the CBM, which showed reduced specific activity and increased Km value compared to the wild type enzyme.	Carbohydrate-Binding Modules	ag	CAZY	
CBM69	CBM69 starch-binding function demonstrated in one case; distantly related to families CBM20 and CBM48	Carbohydrate-Binding Modules	ag	CAZY	
CBM7	CBM7 Deleted entry	Carbohydrate-Binding Modules	ag	CAZY	
CBM70	CBM70 The hyaluronan-specific binding function of the N-terminal CBM70 module of Streptococcus pneumoniae hyaluronate lyase has been demonstrated.	Carbohydrate-Binding Modules	ag	CAZY	
CBM71	CBM71 The two CBM71s of S. pneumoniae BgaA bind lactose and LacNAc.	Carbohydrate-Binding Modules	ag	CAZY	
CBM72	CBM72 Modules of 130-180 residues found at the C-terminus glycoside hydrolases from various families, sometimes as tandem repeats. The CBM72 found on an endoglucanase from an uncultivated microorganism was found to bind a broad spectrum of polysaccharides including soluble and insoluble cellulose, beta-1,3/1,4-mixed linked glucans, xylan, and beta-mannan [PMID=26765840].	Carbohydrate-Binding Modules	ag	CAZY	
CBM73	CBM73 Modules of approx 65 residues found on various enzymes active of chitin. Chitin-binding function demonstrated for the Cellvibrio japonicus CjLPMO10A protein.	Carbohydrate-Binding Modules	ag	CAZY	
CBM74	CBM74 Modules of approx. 300 residues appended to several alpha-amylases. The starch-binding function has been demonstrated for the CBM74 appended to the GH13 alpha-amylase of Microbacterium aureum B8.A	Carbohydrate-Binding Modules	ag	CAZY	
CBM75	CBM75 Modules of 290 residues appended to GH43_16 enzymes. So far found exclusively in Ruminococci. The xyloglucan-binding function was demonstrated for the R. flavefaciens protein.	Carbohydrate-Binding Modules	ag	CAZY	
CBM76	CBM76 Modules of approx. 170 residues appended to GH44 enzymes. So far found exclusively in Ruminococci. Broad specificity binding to beta-glucans demontsrated for the R. flavefaciens module, which binds xyloglucan, glucomannan, and barley beta-glucan.	Carbohydrate-Binding Modules	ag	CAZY	
CBM77	CBM77 Pectin binding modules of approx. 110 residues. The Ruminococcus flavefaciens CBM77 was shown to bind various pectins of low degree of esterification.	Carbohydrate-Binding Modules	ag	CAZY	
CBM78	CBM78 Modules of approx. 150 residues appended to the C-terminus of GH5 and GH26 enzymes. So far found exclusively in Ruminococcal enzymes. The R. flavefaciens module has been shown to bind decorated beta-1,4-glucans with a preference for xyloglucan.	Carbohydrate-Binding Modules	ag	CAZY	
CBM79	CBM79 Modules of approx. 130 residues found so far only in ruminococcal proteins. Binding to various beta-glucans was shown for the R. flavefaciens GH9 enzyme.	Carbohydrate-Binding Modules	ag	CAZY	
CBM8	CBM8 The cellulose-binding module from a cellulase of the slime mold Dictyostelium discoideum has been experimentally shown to bind cellulose.	Carbohydrate-Binding Modules	ag	CAZY	
CBM80	CBM80 Modules of approx. 90 residues found so far only in ruminococcal enzymes of families GH5 or GH26. Broad specificity for beta-glycans (xyloglucan, glucomannan, galactomannan, barley beta-glucan).	Carbohydrate-Binding Modules	ag	CAZY	
CBM81	CBM81 Small family of modules of approx. 100 residues, appended to GH5_2 enzymes. So far found exclusively in a few gammaproteobacteria. The CBM81 from an uncultivated species was shown to have binding affinity for beta-1,4-, beta-1,3,-glucans, xyloglucan, avicel and cellooligosaccharides.	Carbohydrate-Binding Modules	ag	CAZY	
CBM82	CBM82 The boundaries, structure and starch-binding function of the CBM82 module of Eubacterium rectale Amy13K have been reported by Cockburn and coworkers in Molec. Microbiol. (2017) (PMID=29139580)	Carbohydrate-Binding Modules	ag	CAZY	
CBM83	CBM83 The boundaries, structure and starch-binding function of the CBM83 module of Eubacterium rectale Amy13K have been reported by Cockburn and coworkers in Molec. Microbiol. (2017) (PMID=29139580)	Carbohydrate-Binding Modules	ag	CAZY	
CBM84	CBM84 Modules of approx. 140 aminoacids appended to enzymes of different families of CAZymes. A xanthan-binding function was reported for the GH9 xanthanase of Paenibacillus nanensis by Moroz et al. ACS Catal., 2018, 8 (7), pp 6021-6034.	Carbohydrate-Binding Modules	ag	CAZY	
CBM85	CBM85	Carbohydrate-Binding Modules	ag	CAZY	
CBM86		Carbohydrate-Binding Modules	ag	CAZY	
CBM87	Binding to alpha-1,4-N-acetylgalactosamine-rich regions of galactosaminogalactan	Carbohydrate-Binding Modules	ag	CAZY	
CBM88	Binding to terminal galactose in galactoxyloglucan and galactomannan	Carbohydrate-Binding Modules	ag	CAZY	
CBM89		Carbohydrate-Binding Modules	ag	CAZY	
CBM9	CBM9 Modules of approx. 170 residues found so far only in xylanases. The cellulose-binding function has been demonstrated in one case.	Carbohydrate-Binding Modules	ag	CAZY	
CBM90	Modules of approx 110 residues appended to PL24 and PL28 ulvan lyases; ulvan-binding function demonstrated for the CBM90 module of PL28 ulvan lyase from Nonlabens ulvanivorans	Carbohydrate-Binding Modules	ag	CAZY	
CBM91	Binding to xylans (birchwood and oat spelt)	Carbohydrate-Binding Modules	ag	CAZY	
GH0	GH0 Glycoside hydrolases not yet assigned to a family.	Glycoside Hydrolases	ag	CAZY	
GH100	GH100 alkaline and neutral invertase (EC 3.2.1.26)	Glycoside Hydrolases	ag	CAZY	
GH102	GH102 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH103	GH103 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH104	GH104 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	Glycoside Hydrolases	ag	CAZY	
GH114	GH114 endo-alpha-1,4-polygalactosaminidase (EC 3.2.1.109)	Glycoside Hydrolases	ag	CAZY	
GH118	GH118 beta-agarase (EC 3.2.1.81)	Glycoside Hydrolases	ag	CAZY	
GH122	GH122 alpha-glucosidase (EC 3.2.1.20)	Glycoside Hydrolases	ag	CAZY	
GH123	GH123 beta-N-acetylgalactosaminidase (EC 3.2.1.53); glycosphingolipid beta-N-acetylgalactosaminidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH131	GH131 broad specificity exo-beta-1,3/1,6-glucanase with endo-beta-1,4-glucanase activity (EC 3.2.1.-);	Glycoside Hydrolases	ag	CAZY	
GH132	GH132 Activity on beta-1,3-glucan (curdlan) shown for the Aspergillus fumigatus Sun4 protein; activity on laminarioligosaccharides shown for Aspergillus fumigatus Sun4 protein and Candida albicans Sun41 protein; transglycosylation activity reported in PMID 23508952.	Glycoside Hydrolases	ag	CAZY	
GH135	GH135 alpha-1,4-galactosaminogalactan hydrolase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH136	GH136 lacto-N-biosidase (EC 3.2.1.140)	Glycoside Hydrolases	ag	CAZY	
GH140	GH140 apiosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH144	GH144 endo-beta-1,2-glucanase (EC 3.2.1.71); beta-1,2-glucooligosaccharide sophorohydrolase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH148	GH148 beta-1,3-glucanase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH149	GH149 beta-1,3-glucan phosphorylase (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	
GH153	GH153 poly-beta-1,6-D-glucosamine hydrolase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH154	GH154 beta-glucuronidase (3.2.1.31)	Glycoside Hydrolases	ag	CAZY	
GH155	GH155 Deleted family!	Glycoside Hydrolases	ag	CAZY	
GH156	GH156 exo-alpha-sialidase (EC 3.2.1.18);	Glycoside Hydrolases	ag	CAZY	
GH159	GH159 beta-D-galactofuranosidase (EC 3.2.1.146)	Glycoside Hydrolases	ag	CAZY	
GH160	GH160 endo-beta-1,4-galactosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH161	GH161 beta-1,3-glucan phosphorylase (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	
GH162	GH162 endo-beta-1,2-glucanase (EC 3.2.1.71)	Glycoside Hydrolases	ag	CAZY	
GH163	GH163 endo-beta-N-acetylglucosaminidase cleaving GlcNAc-beta-1,2-Man (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH164	GH164 beta-mannosidase (EC 3.2.1.25); beta-mannosidase (EC 3.2.1.25)	Glycoside Hydrolases	ag	CAZY	
GH167	beta-carrageenase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH168	endo-alpha-(1,3)-L-fucanase (EC 3.2.1.211)	Glycoside Hydrolases	ag	CAZY	
GH169	beta-glucuronidase (EC 3.2.1.31); beta-1,4-D-glucuronidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH170	6-phospho-N-acetylmuramidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH171	peptidoglycan beta-N-acetylmuramidase (EC 3.2.1.92)	Glycoside Hydrolases	ag	CAZY	
GH172	difructose-anhydride-I synthase (EC 4.2.1.179 (old 3.2.1.134)); alpha-D-Arabinofuranosidase (EC 3.2.1.-); alpha-D-Fructofuranosidase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH173	beta-galactosidase (EC 3.2.1.23)	Glycoside Hydrolases	ag	CAZY	
GH21	GH21 Deleted family!	Glycoside Hydrolases	ag	CAZY	
GH22	GH22 lysozyme type C (EC 3.2.1.17); lysozyme type i (EC 3.2.1.17); alpha-lactalbumin	Glycoside Hydrolases	ag	CAZY	
GH24	GH24 lysozyme (EC 3.2.1.17)	Glycoside Hydrolases	ag	CAZY	
GH25	GH25 lysozyme (EC 3.2.1.17)	Glycoside Hydrolases	ag	CAZY	
GH32	GH32 invertase (EC 3.2.1.26); endo-inulinase (EC 3.2.1.7); beta-2,6-fructan 6-levanbiohydrolase (EC 3.2.1.64); endo-levanase (EC 3.2.1.65); exo-inulinase (EC 3.2.1.80); fructan beta-(2,1)-fructosidase/1-exohydrolase (EC 3.2.1.153); fructan beta-(2,6)-fructosidase/6-exohydrolase (EC 3.2.1.154); sucrose:sucrose 1-fructosyltransferase (EC 2.4.1.99); fructan:fructan 1-fructosyltransferase (EC 2.4.1.100); sucrose:fructan 6-fructosyltransferase (EC 2.4.1.10); fructan:fructan 6G-fructosyltransferase (EC 2.4.1.243); levan fructosyltransferase (EC 2.4.1.-); [retaining] sucrose:sucrose 6-fructosyltransferase (6-SST) (EC 2.4.1.-); cycloinulo-oligosaccharide fructanotransferase (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	
GH33	GH33 sialidase or neuraminidase (EC 3.2.1.18); trans-sialidase (EC 2.4.1.-); anhydrosialidase (EC 4.2.2.15); Kdo hydrolase (EC 3.2.1.-); 2-keto-3-deoxynononic acid hydrolase / KDNase (EC 3.2.1.-)	Glycoside Hydrolases	ag	CAZY	
GH34	GH34 sialidase or neuraminidase (EC 3.2.1.18)	Glycoside Hydrolases	ag	CAZY	
GH37	GH37 alpha,alpha-trehalase (EC 3.2.1.28).	Glycoside Hydrolases	ag	CAZY	
GH40	GH40 Deleted family!	Glycoside Hydrolases	ag	CAZY	
GH41	GH41 Deleted family!	Glycoside Hydrolases	ag	CAZY	
GH46	GH46 chitosanase (EC 3.2.1.132)	Glycoside Hydrolases	ag	CAZY	
GH50	GH50 beta-agarase (EC 3.2.1.81).	Glycoside Hydrolases	ag	CAZY	
GH58	GH58 endo-N-acetylneuraminidase or endo-sialidase (EC 3.2.1.129)	Glycoside Hydrolases	ag	CAZY	
GH60	GH60 Deleted family!	Glycoside Hydrolases	ag	CAZY	
GH61	GH61 Copper-dependent lytic polysaccharide monooxygenases now reclassified in family AA9	Glycoside Hydrolases	ag	CAZY	
GH65	GH65 alpha,alpha-trehalase (EC 3.2.1.28); maltose phosphorylase (EC 2.4.1.8); trehalose phosphorylase (EC 2.4.1.64); kojibiose phosphorylase (EC 2.4.1.230); trehalose-6-phosphate phosphorylase (EC 2.4.1.216); nigerose phosphorylase (EC 2.4.1.279); 3-O-alpha-glucopyranosyl-L-rhamnose phosphorylase (EC 2.4.1.282); 2-O-alpha-glucopyranosylglycerol: phosphate beta-glucosyltransferase (EC 2.4.1.-); alpha-glucosyl-1,2-beta-galactosyl-L-hydroxylysine alpha-glucosidase (EC 3.2.1.107)	Glycoside Hydrolases	ag	CAZY	
GH66	GH66 cycloisomaltooligosaccharide glucanotransferase (EC 2.4.1.248); dextranase (EC 3.2.1.11).	Glycoside Hydrolases	ag	CAZY	
GH68	GH68 levansucrase (EC 2.4.1.10); beta-fructofuranosidase (EC 3.2.1.26); inulosucrase (EC 2.4.1.9).	Glycoside Hydrolases	ag	CAZY	
GH69	GH69 Deleted: now family PL16	Glycoside Hydrolases	ag	CAZY	
GH70	GH70 dextransucrase (EC 2.4.1.5); alternansucrase (EC 2.4.1.140); reuteransucrase (EC 2.4.1.-); alpha-4,6-glucanotransferase (EC 2.4.1.-); alpha-1,2-branched dextransucrase (EC 2.4.1.-); alpha-4,3-glucanotransferase (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	
GH71	GH71 alpha-1,3-glucanase (EC 3.2.1.59).	Glycoside Hydrolases	ag	CAZY	
GH72	GH72 beta-1,3-glucanosyltransglycosylase (EC 2.4.1.-)	Glycoside Hydrolases	ag	CAZY	
GH75	GH75 chitosanase (EC 3.2.1.132)	Glycoside Hydrolases	ag	CAZY	
GH77	GH77 amylomaltase or 4-alpha-glucanotransferase (EC 2.4.1.25)	Glycoside Hydrolases	ag	CAZY	
GH80	GH80 chitosanase (EC 3.2.1.132)	Glycoside Hydrolases	ag	CAZY	
